"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"OZK","Bank OZK","24.05","3110110430.05","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ozk",
"BSVN","Bank7 Corp.","9.91","91432157.32","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bsvn",
"BFIN","BankFinancial Corporation","7.29","109658133.72","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","14.9","117284143.1","n/a","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","35.43","1245644361.57","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banr",
"BZUN","Baozun Inc.","42.06","2000203383.18","47555953","2015","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/bzun",
"DFVL","Barclays PLC","76.45","5443240","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfvl",
"DFVS","Barclays PLC","13.46","1834598","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfvs",
"DTUL","Barclays PLC","75.54","6264758.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtul",
"DTUS","Barclays PLC","21.595","2774957.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtus",
"DTYL","Barclays PLC","98.9631","6313153.0383","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtyl",
"FLAT","Barclays PLC","71.26","4877176.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/flat",
"STPP","Barclays PLC","24.245","3564015","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stpp",
"TAPR","Barclays PLC","67.455","40918203","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tapr",
"BBSI","Barrett Business Services, Inc.","52.68","397052110.08","n/a","1993","Technology","Professional Services","https://old.nasdaq.com/symbol/bbsi",
"GOLD","Barrick Gold Corporation","28.91","51402986270.37","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gold",
"BSET","Bassett Furniture Industries, Incorporated","8.77","87659272.12","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/bset",
"ZTEST","BATS BZX Exchange","10.1","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ztest",
"BXRX","Baudax Bio, Inc.","3.52","61846357.76","n/a","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/bxrx",
"BCML","BayCom Corp","10.28","122025285.92","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bcml",
"BBQ","BBQ Holdings, Inc. ","3","27846315","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bbq",
"BCBP","BCB Bancorp, Inc. (NJ)","8.05","137311812.4","n/a","2005","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bcbp",
"BECN","Beacon Roofing Supply, Inc.","31.16","2157407158.8","n/a","2004","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/becn",
"BEAM","Beam Therapeutics Inc.","19.34","995722124.1","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/beam",
"BBGI","Beasley Broadcast Group, Inc.","1.77","51852091.59","n/a","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/bbgi",
"BBBY","Bed Bath & Beyond Inc.","10.82","1363691829.3","n/a","1992","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/bbby",
"BGNE","BeiGene, Ltd.","209","8802365638","42116582","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bgne",
"BELFA","Bel Fuse Inc.","12.1001","148413945.9514","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","12.2","149639270.8","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/belfb",
"BLPH","Bellerophon Therapeutics, Inc.","12.84","121951456.68","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blph",
"BLCM","Bellicum Pharmaceuticals, Inc.","6.71","33884775.32","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blcm",
"BLU","BELLUS Health Inc.","2.62","157849741.66","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blu",
"BNFT","Benefitfocus, Inc.","11.71","375970440.64","n/a","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bnft",
"BFYT","Benefytt Technologies, Inc.","30.92","440774092.44","n/a","2013","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/bfyt",
"BNTC","Benitec Biopharma Inc.","7.14","3440982327.72","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bntc",
"BLI","Berkeley Lights, Inc.","59.97","3769649372.43","n/a","2020","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bli",
"BRY","Berry Corporation (bry)","4.705","375263342.575","n/a","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bry",
"BWMX","Betterware de Mexico, S.A.P.I de C.V.","13","447863260","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/bwmx",
"XAIR","Beyond Air, Inc.","6.21","104586056.55","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xair",
"BYND","Beyond Meat, Inc.","125.9","7835603425.7","n/a","2019","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bynd",
"BYSI","BeyondSpring, Inc.","11.03","332095718.18","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bysi",
"BGCP","BGC Partners, Inc.","2.77","990370249.22","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/bgcp",
"BCYC","Bicycle Therapeutics plc","15.8","128229798","8115810","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bcyc",
"BGFV","Big 5 Sporting Goods Corporation","5.6","122646764.8","n/a","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/bgfv",
"BRPA","Big Rock Partners Acquisition Corp.","10.72","29115820.16","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpa",
"BRPAR","Big Rock Partners Acquisition Corp.","0.3103","0","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpar",
"BRPAU","Big Rock Partners Acquisition Corp.","13.4428","0","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpau",
"BRPAW","Big Rock Partners Acquisition Corp.","0.23","0","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpaw",
"BILI","Bilibili Inc.","43.58","7264865010.54","166701813","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/bili",
"BASI","Bioanalytical Systems, Inc.","5.37","58341188.97","n/a","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/basi",
"BCDA","BioCardia, Inc.","2.5","30811362.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcda",
"BCDAW","BioCardia, Inc.","0.57","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcdaw",
"BIOC","Biocept, Inc.","0.742","97276849.992","n/a","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bioc",
"BCRX","BioCryst Pharmaceuticals, Inc.","4.07","717952440.37","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcrx",
"BDSI","BioDelivery Sciences International, Inc.","4.19","419693155.89","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bdsi",
"BFRA","Biofrontera AG","5.6","526976.8","94103","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bfra",
"BIIB","Biogen Inc.","274.69","43487127348.99","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/biib",
"BHTG","BioHiTech Global, Inc.","1.73","30166508.24","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/bhtg",
"BKYI","BIO-key International, Inc.","0.6992","39362033.848","n/a","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","0.409","20589931.17","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","19.33","617276816.61","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","2.27","21973745.28","9680064","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","119.81","21666063717.36","n/a","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","9.11","107066085.79","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bmra",
"BNGO","Bionano Genomics, Inc.","0.79","66292885.55","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bngo",
"BNGOW","Bionano Genomics, Inc.","0.2699","0","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bngow",
"BVXV","BiondVax Pharmaceuticals Ltd.","34.23","354936860.25","10369175","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bvxv",
"BNTX","BioNTech SE","82.11","931626382.47","11346077","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bntx",
"BPTH","Bio-Path Holdings, Inc.","5.07","18717714.99","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpth",
"BSGM","BioSig Technologies, Inc.","9.02","255650342.2","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/bsgm",
"BSTC","BioSpecifics Technologies Corp","62.66","460234880.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bstc",
"TECH","Bio-Techne Corp","275.16","10517443156.44","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","42.56","1453202773.12","n/a","2008","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/beat",
"BIVI","BioVie Inc.","15.09","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bivi",
"BTAI","BioXcel Therapeutics, Inc.","45.36","916784386.56","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/btai",
"BJRI","BJ&#39;s Restaurants, Inc.","20.06","446560253.74","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bjri",
"BDTX","Black Diamond Therapeutics, Inc.","27.82","999035813.1","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bdtx",
"BLKB","Blackbaud, Inc.","62.54","3103307158.78","n/a","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/blkb",
"BL","BlackLine, Inc.","88.91","5013331361.26","n/a","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bl",
"BKCC","BlackRock Capital Investment Corporation","2.54","173075485.7","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/bkcc",
"TCPC","BlackRock TCP Capital Corp.","9.83","567848744.96","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/tcpc",
"BLNK","Blink Charging Co.","11.05","342016130.3","n/a","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/blnk",
"BLNKW","Blink Charging Co.","6.87","0","n/a","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/blnkw",
"BLMN","Bloomin&#39; Brands, Inc.","11.52","1008391680","n/a","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/blmn",
"BCOR","Blucora, Inc.","11.79","564146949.06","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/bcor",
"BLBD","Blue Bird Corporation","12.53","338651718.16","n/a","2014","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/blbd",
"BHAT","Blue Hat Interactive Entertainment Technology","1.23","43223570.22","n/a","2019","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/bhat",
"BLUE","bluebird bio, Inc.","60.7","3378083077","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/blue",
"BLCT","BlueCity Holdings Limited","15.88","84164000","5300000","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/blct",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","1.43","58679711.09","n/a","2011","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","5.77","0","n/a","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bkepp",
"BPMC","Blueprint Medicines Corporation","73.18","3965621565.52","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpmc",
"ITEQ","BlueStar Israel Technology ETF","52.2909","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iteq",
"BMCH","BMC Stock Holdings, Inc.","25.6","1714795084.8","n/a","2013","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bmch",
"BSBK","Bogota Financial Corp.","7.89","103812872.25","n/a","2020","Finance","Banks","https://old.nasdaq.com/symbol/bsbk",
"WIFI","Boingo Wireless, Inc.","14.45","640507448.75","n/a","2011","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/wifi",
"BOKF","BOK Financial Corporation","55.7","3916082633","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.88","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bokfl",
"BNSO","Bonso Electronics International, Inc.","2.65","12271813.45","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","1662.13","68032495100.43","n/a","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/bkng",
"BIMI","BOQI International Medical Inc.","1.89","19626578.37","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bimi",
"BRQS","Borqs Technologies, Inc. ","1.08","43341797.52","n/a","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/brqs",
"BOMN","Boston Omaha Corporation","15.9","432974728.5","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","5.885","482914172.455","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bpfh",
"EPAY","Bottomline Technologies, Inc.","48.26","2119792460.94","n/a","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/epay",
"BOXL","Boxlight Corporation","2.16","68811826.32","n/a","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/boxl",
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbrx",
"BCLI","Brainstorm Cell Therapeutics Inc.","13.55","398921918.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcli",
"BWAY","Brainsway Ltd.","5.9521","16839270.6251","2829131","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bway",
"BCTX","BriaCell Therapeutics Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bctx",
"BBI","Brickell Biotech, Inc.","0.916","24980760.868","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bbi",
"BDGE","Bridge Bancorp, Inc.","18.09","356988675.06","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bdge",
"BBIO","BridgeBio Pharma, Inc.","28.14","3415351574.88","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bbio",
"BLIN          ","Bridgeline Digital, Inc.","2.66","11583547.22","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/blin",
"BWB","Bridgewater Bancshares, Inc.","9.29","267831350.3","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","16.1","146136995.2","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","10.58","417004436.64","n/a","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","28.34","2659539838.54","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhf",
"BHFAL","Brighthouse Financial, Inc.","26.75","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfal",
"BHFAO","Brighthouse Financial, Inc.","26.07","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfao",
"BHFAP","Brighthouse Financial, Inc.","26.46","0","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/bhfap",
"BRLI","Brilliant Acquisition Corporation","9.77","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brli",
"BRLIR","Brilliant Acquisition Corporation","0.13","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brlir",
"BRLIU","Brilliant Acquisition Corporation","9.99","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brliu",
"BRLIW","Brilliant Acquisition Corporation","0.14","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/brliw",
"AVGO","Broadcom Inc.","316.75","127392188390.25","n/a","2009","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgo",
"AVGOP","Broadcom Inc.","1140.91","0","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/avgop",
"BYFC","Broadway Financial Corporation","1.7","47666243.9","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/byfc",
"BWEN","Broadwind, Inc.","4.63","77043399.09","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bwen",
"BROG","Brooge Energy Limited ","9.505","1041632552.27","n/a","2018","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/brog",
"BROGW","Brooge Energy Limited ","0.7","0","n/a","2018","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/brogw",
"BPY","Brookfield Property Partners L.P.","11.19","10396416110.25","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpy",
"BPYPN","Brookfield Property Partners L.P.","18","0","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypn",
"BPYPO","Brookfield Property Partners L.P.","19.49","0","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypo",
"BPYPP","Brookfield Property Partners L.P.","20.05","0","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/bpypp",
"BPYU","Brookfield Property REIT Inc.","11.61","649000613.79","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpyu",
"BPYUP","Brookfield Property REIT Inc.","16.3","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bpyup",
"BRKL","Brookline Bancorp, Inc.","9.595","761051067.08","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","54.45","4016176515.45","n/a","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/brks",
"BRP","BRP Group, Inc.","17.45","1372480122.2","n/a","2019","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/brp",
"DOOO","BRP Inc.","44.78","3909235562.1","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/dooo",
"BRKR","Bruker Corporation","44.62","6881760091.04","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","26.04","518922333.72","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bmtc",
"BSQR","BSQUARE Corporation","1.48","19386102.64","n/a","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/bsqr",
"BLDR","Builders FirstSource, Inc.","23.69","2762510633.77","n/a","2005","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bldr",
"BNR","Burning Rock Biotech Limited","25","337500000","13500000","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bnr",
"BFST","Business First Bancshares, Inc.","13.64","281901126.32","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bfst",
"CFFI","C&F Financial Corporation","29.35","107052569.45","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","93.72","12615647138.16","n/a","1997","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/chrw",
"CABA","Cabaletta Bio, Inc.","11.43","274708871.46","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/caba",
"CCMP","Cabot Microelectronics Corporation","150.72","4380414396.48","n/a","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","109.25","30458244500","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","10.62","369534645.72","n/a","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment, Inc.","31.05","21239225581.5","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","11.47","394580777.58","n/a","2012","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cste",
"CLBS","Caladrius Biosciences, Inc.","2.27","35303360.07","n/a","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","11.73","859227227.19","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.08","785835870.2","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","22.55","552148205.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","7.8","462903363","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","12.35","108880539.3","n/a","2005","n/a","n/a","https://old.nasdaq.com/symbol/cgo",
"CPZ","Calamos Long/Short Equity & Dynamic Income Trust","15.29","0","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/cpz",
"CSQ","Calamos Strategic Total Return Fund","13.27","2055586709.27","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","7.88","270792520.04","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","57.77","1018976896.01","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/cvgw",
"CALB","California BanCorp","13.11","106629621.27","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/calb",
"CALA","Calithera Biosciences, Inc.","4.7","331086485.1","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cala",
"CALT","Calliditas Therapeutics AB","22.85","94904847.25","4153385","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/calt",
"CALM","Cal-Maine Foods, Inc.","43.945","2122575052.51","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","2.61","203467357.62","n/a","2006","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/clmt",
"CLXT","Calyxt, Inc.","4.41","145708693.2","n/a","2017","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/clxt",
"CMBM","Cambium Networks Corporation","12.1","310776992.9","n/a","2019","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmbm",
"CATC","Cambridge Bancorp","54.19","375412008.81","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","31.69","474178769.29","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","15.03","581993809.29","n/a","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/camt",
"CAN","Canaan Inc.","2.5","25000000","10000000","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/can",
"CSIQ","Canadian Solar Inc.","22.14","1307182950.18","n/a","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","2.9599","6691987.5917","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","10.56","49570097.28","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/cphc",
"CBNK","Capital Bancorp, Inc.","10.62","146749528.26","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","18.83","315967400","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","5.65","102706265","n/a","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","13.31","239554684.38","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.09","0","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","2.19","35623599.96","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","20.2686","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","20.55","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","9.65","1365588059.4","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","7.96","113541487.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","10.15","222702144.7","n/a","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","4.01","44205923.21","n/a","2000","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cpst",
